time,ice_free,new_young,thin_FY,medium_FY,thick_FY,multiyear
2024-12-29,342851.94688603,0.0,2970.4334547721696,434.9539894469874,0.0,0.0
2024-12-30,340051.83929768123,0.0,3906.0314603142338,2237.1151521763136,62.3484200773689,0.0
2024-12-31,339553.2375086094,0.0,5271.754062350178,1432.3427592895687,0.0,0.0
2025-01-01,338430.0407478527,1055.281392104366,6772.012190292079,0.0,0.0,0.0
2025-01-02,337430.98430535814,2790.8210748964943,6035.528949994492,0.0,0.0,0.0
2025-01-03,335368.4847520578,2921.4613042329415,7967.388273958366,0.0,0.0,0.0
2025-01-04,332247.1870737696,3911.2380518763707,9974.955029354624,0.0,0.0,0.0
2025-01-05,329816.73188226146,7262.258917499143,8681.041120964237,0.0,0.0,0.0
2025-01-06,328072.2925628164,14498.167543982,3686.8742234507936,0.0,0.0,0.0
2025-01-07,327946.48457698466,17430.194999886196,880.6547533783718,0.0,0.0,0.0
2025-01-08,328072.2925628164,17808.54586267311,376.49590475968,0.0,0.0,0.0
2025-01-09,329689.44840082823,15756.991409659895,810.8945197610615,0.0,0.0,0.0
2025-01-10,331510.88862044737,14622.491534553164,123.95417524862313,0.0,0.0,0.0
2025-01-11,333763.02781917574,12308.561197899404,185.74531317404018,0.0,0.0,0.0
2025-01-12,333385.22741429834,11756.148383846066,1115.9585321047512,0.0,0.0,0.0
2025-01-13,332638.35561538127,12252.697697923963,1366.2810169439126,0.0,0.0,0.0
2025-01-14,332140.5000941172,13186.806777541351,930.0274585906336,0.0,0.0,0.0
2025-01-15,332017.29009411717,13558.110888944535,681.93334718745,0.0,0.0,0.0
2025-01-16,332017.29009411717,13062.108427044106,1177.9358090878795,0.0,0.0,0.0
2025-01-17,332017.29009411717,12001.261422609929,2238.7828135220548,0.0,0.0,0.0
2025-01-18,333767.3022130254,11808.098770036358,681.93334718745,0.0,0.0,0.0
2025-01-19,341928.42860520055,4328.905725048622,0.0,0.0,0.0,0.0
2025-01-20,345702.88933024916,554.4450000000029,0.0,0.0,0.0,0.0
2025-01-24,345702.88933024916,554.4450000000029,0.0,0.0,0.0,0.0
2025-01-25,340054.07825822424,6141.65107202492,61.605000000000324,0.0,0.0,0.0
2025-01-26,331587.5588640151,14545.821290985456,123.95417524862313,0.0,0.0,0.0
2025-01-27,327010.60981550947,19246.724514739682,0.0,0.0,0.0,0.0
2025-01-28,326191.7550064897,20065.57932375947,0.0,0.0,0.0,0.0
2025-01-29,326191.7550064897,20065.57932375947,0.0,0.0,0.0,0.0
2025-01-30,326191.7550064897,20065.57932375947,0.0,0.0,0.0,0.0
2025-01-31,326506.4542271792,19750.88010306997,0.0,0.0,0.0,0.0
2025-02-01,330054.53579083516,16202.79853941403,0.0,0.0,0.0,0.0
2025-02-02,335905.3742493249,10351.960080924275,0.0,0.0,0.0,0.0
2025-02-03,339406.6569478851,6850.677382364023,0.0,0.0,0.0,0.0
2025-02-04,341395.1002343212,4862.234095927929,0.0,0.0,0.0,0.0
2025-02-05,342146.98681120493,4110.347519044208,0.0,0.0,0.0,0.0
2025-02-06,342397.4924002749,3859.8419299742222,0.0,0.0,0.0,0.0
2025-02-07,342772.1383047824,3485.196025466761,0.0,0.0,0.0,0.0
2025-02-08,342772.1383047824,3485.196025466761,0.0,0.0,0.0,0.0
2025-02-09,342772.1383047824,3485.196025466761,0.0,0.0,0.0,0.0
2025-02-10,343271.6670014046,2551.6425215131485,434.0248073313865,0.0,0.0,0.0
2025-02-11,342897.39109931735,1371.1073880814365,1988.8358428503316,0.0,0.0,0.0
2025-02-12,342398.0479736776,3177.5387702900657,681.7475862815128,0.0,0.0,0.0
2025-02-13,341144.2242629828,3934.6171648194677,1178.4929024468743,0.0,0.0,0.0
2025-02-14,336848.35021236265,8789.027858323367,619.9562595631384,0.0,0.0,0.0
2025-02-15,333221.6040569301,12660.164895939726,375.56537737934525,0.0,0.0,0.0
2025-02-16,331340.9697638389,14229.245899055728,376.6759465151838,0.0,0.0,0.0
2025-02-17,330463.6482547452,7214.381059167501,8202.257170423522,253.09367066434973,0.0,0.0
2025-02-18,329646.2715200742,5963.895917964101,8941.923477561642,1578.32773222989,126.91568241933618,0.0
2025-02-19,329333.78578767006,5713.203808293512,9569.113778982333,1514.315272883976,126.91568241933618,0.0
2025-02-20,328642.5875997543,9020.626867004334,7646.865339016134,947.2545244744347,0.0,0.0
2025-02-21,328392.636238268,6340.3956358776595,11334.482203105286,189.8202529982623,0.0,0.0
2025-02-22,327896.81360672635,7589.581211573974,10454.75703990383,316.18247204505315,0.0,0.0
2025-02-23,327458.15065591957,9033.781901747974,9386.13049915586,379.2712734257566,0.0,0.0
2025-02-24,327021.8999492484,9093.719415059095,10141.714965941646,0.0,0.0,0.0
2025-02-25,326330.8842805494,9845.603509949433,10080.846539750313,0.0,0.0,0.0
2025-02-26,324833.8188693788,12352.669260510285,9070.846200360045,0.0,0.0,0.0
2025-02-27,324086.0275998429,12592.600189748584,9578.70654065767,0.0,0.0,0.0
2025-02-28,321956.792195156,17949.69676574098,6350.845369352218,0.0,0.0,0.0
2025-03-01,317511.817501619,27352.03161686434,1393.4852117658575,0.0,0.0,0.0
2025-03-02,312910.14226657647,30121.190792444446,3226.0012712282114,0.0,0.0,0.0
2025-03-03,310235.1034121228,33109.26561168478,2912.965306441552,0.0,0.0,0.0
2025-03-04,308301.3971904173,34860.551529513294,3095.385610318612,0.0,0.0,0.0
2025-03-05,305135.7397451736,39057.825947667865,2063.768637407653,0.0,0.0,0.0
2025-03-06,306405.65530290664,38046.92686921478,1804.7521581277647,0.0,0.0,0.0
2025-03-07,308237.0669057905,36466.01576025276,1554.2516642059395,0.0,0.0,0.0
2025-03-08,312022.7513547619,27862.466527278102,6372.11644820921,0.0,0.0,0.0
2025-03-09,318102.56687333615,24474.556487117028,3680.2109697959672,0.0,0.0,0.0
2025-03-10,323005.59736993385,18074.79371123643,5176.94324907891,0.0,0.0,0.0
2025-03-11,323745.22621190676,19082.956787675663,3429.1513306667525,0.0,0.0,0.0
2025-03-12,321986.87746953464,24270.45686071454,0.0,0.0,0.0,0.0
2025-03-13,317592.6875610065,28417.11031814316,247.53645109945722,0.0,0.0,0.0
2025-03-14,311431.8673198221,33019.22347602548,1806.2435344016094,0.0,0.0,0.0
2025-03-15,306779.0696627183,37038.17691137438,2440.0877561564894,0.0,0.0,0.0
2025-03-16,302430.45033258025,39272.37468241737,4554.509315251582,0.0,0.0,0.0
2025-03-17,298225.25458273134,42523.52267076362,5508.5570767542085,0.0,0.0,0.0
2025-03-18,294578.21885532315,43634.45729689757,8044.658178028436,0.0,0.0,0.0
2025-03-19,288424.15145566454,50989.11498680622,6844.067887778412,0.0,0.0,0.0
2025-03-20,282158.74856512924,57758.846450247875,6339.739314872054,0.0,0.0,0.0
2025-03-21,276261.17795401847,59843.220033964346,10152.936342266337,0.0,0.0,0.0
2025-03-22,269694.7809762198,59002.283403551526,17560.269950477887,0.0,0.0,0.0
2025-03-23,263831.9486636247,53324.63876043442,29100.7469061901,0.0,0.0,0.0
2025-03-24,259894.0385303244,46199.29458131176,39840.28440796996,323.7168106430721,0.0,0.0
2025-03-25,255838.64729789284,39283.50108812397,46569.94331281203,2758.2899053123106,1806.9527261080116,0.0
2025-03-26,252399.29058806275,56996.654879659705,32796.30469847548,2187.711298731537,1682.5941946302664,194.77867068943783
2025-03-27,249148.50394171115,81472.40989050189,10925.553596129395,2704.0092817355608,1877.0051730448913,129.85244712629188
2025-03-28,247052.38969001785,79881.5729840552,10466.936391729336,5488.507698045992,2783.9574749780636,583.9700914227136
2025-03-29,245657.6850454819,87171.19774706002,8442.679439223997,2778.1000086631875,2012.3454281566583,195.32666166342207
2025-03-30,246210.21265221367,89000.0647216393,7678.399517548157,2393.8509648874265,974.8064739606264,0.0
2025-03-31,246524.00627718825,90036.90762966071,9696.420423400197,0.0,0.0,0.0
2025-04-01,248445.1582782143,70539.85299053516,27141.011689550356,131.31137194934985,0.0,0.0
2025-04-02,251011.15145793208,71147.84774079634,24032.679445546066,65.65568597467492,0.0,0.0
2025-04-03,259162.4824053775,66564.61069696918,20530.241227902516,0.0,0.0,0.0
2025-04-04,262059.05806851207,73495.05891616317,10703.21734557394,0.0,0.0,0.0
2025-04-05,261455.8055030871,69135.84439316152,15665.684434000563,0.0,0.0,0.0
2025-04-06,259938.12272065014,66554.05423890919,19765.157370689834,0.0,0.0,0.0
2025-04-07,257486.6375547839,69356.59709139506,19414.099684070225,0.0,0.0,0.0
2025-04-08,255303.6465119652,70340.73284238,20612.954975903966,0.0,0.0,0.0
2025-04-09,255138.68202195154,70834.80285765656,20283.849450641093,0.0,0.0,0.0
2025-04-10,251767.25509022304,75207.69010017563,19282.389139850467,0.0,0.0,0.0
2025-04-11,247185.45827694342,78340.48273217086,20731.393321134885,0.0,0.0,0.0
2025-04-12,243183.98653712939,81395.80515758356,21677.54263553623,0.0,0.0,0.0
2025-11-25,345761.5180068406,495.816323408578,0.0,0.0,0.0,0.0
2025-11-26,345574.8438897027,682.4904405464446,0.0,0.0,0.0,0.0
2025-11-27,345574.1012247966,683.2331054525592,0.0,0.0,0.0,0.0
2025-11-28,345759.6605882718,0.0,497.6737419774136,0.0,0.0,0.0
2025-11-29,345946.3347054096,0.0,310.999624839547,0.0,0.0,0.0
2025-12-01,345945.9633729566,0.0,311.3709572926044,0.0,0.0,0.0
2025-12-02,345945.9633729566,311.3709572926044,0.0,0.0,0.0,0.0
2025-12-03,343530.90768622985,2664.821644019305,61.605000000000324,0.0,0.0,0.0
2025-12-04,339863.6802294488,2474.0592817010483,3919.594819099328,0.0,0.0,0.0
2025-12-05,336929.7877455952,6091.563035065798,3235.9835495881753,0.0,0.0,0.0
2025-12-06,333930.3965037816,10399.527104691137,1927.4107217764379,0.0,0.0,0.0
2025-12-07,331984.08867129247,12095.516445823174,2177.729213133529,0.0,0.0,0.0
2025-12-08,328166.95862111147,14971.132267663164,3119.2434414745508,0.0,0.0,0.0
